Game,Team,spread_barttorvik,win_prob_barttorvik,projected_total_barttorvik,spread_drating,win_prob_drating,projected_total_drating,spread_evanmiya,win_prob_evanmiya,projected_total_evanmiya,spread_kenpom,win_prob_kenpom,projected_total_kenpom,spread_massey,win_prob_massey,projected_total_massey,Opening Moneyline,Moneyline Win Probability,Opening Spread,theoddsapi_total,Moneyline Edge,average_total
Connecticut vs Villanova,Connecticut,,,,,,,,,,,,,-24.5,0.96,130.0,,0.96,,,,130.0
Connecticut vs Villanova,Villanova,,,,,,,,,,,,,24.5,0.04,130.0,,0.04,,,,130.0
Cornell vs Dartmouth,Cornell,,,,,,,9.7,0.799,158.3,,,,,,,,0.799,,,,158.3
Cornell vs Dartmouth,Dartmouth,,,,,,,-9.7,0.201,158.3,,,,,,,,0.201,,,,158.3
Creighton vs Seton Hall,Creighton,,,,,,,13.2,0.89,136.5,,,,,,,,0.89,,,,136.5
Creighton vs Seton Hall,Seton Hall,,,,,,,-13.2,0.11,136.5,,,,,,,,0.11,,,,136.5
Creighton vs Xavier,Creighton,,,,,,,4.1,0.643,148.0,,,,,,,,0.643,,,,148.0
Creighton vs Xavier,Xavier,,,,,,,-4.1,0.35700000000000004,148.0,,,,,,,,0.35700000000000004,,,,148.0
Dallas vs Minnesota,Dallas,,,,,,,,,,,,,-2.5,0.57,221.0,,0.57,,,,221.0
Dallas vs Minnesota,Minnesota,,,,,,,,,,,,,2.5,0.43,221.0,,0.43,,,,221.0
Davidson vs Saint Joseph's,Davidson,-2.4,0.59,148.0,,,,-2.1,0.425,145.5,,,,,,,,0.5075,,,,146.75
Davidson vs Saint Joseph's,Saint Joseph's,2.4,0.41,148.0,,,,2.1,0.575,145.5,,,,,,,,0.49249999999999994,,,,146.75
Davidson vs St Joseph's PA,Davidson,,,,,,,,,,,,,-1.5,0.55,144.0,,0.55,,,,144.0
Davidson vs St Joseph's PA,St Joseph's PA,,,,,,,,,,,,,1.5,0.45,144.0,,0.45,,,,144.0
Dayton vs Saint Joseph's,Dayton,,,,,,,2.6,0.594,143.3,,,,,,,,0.594,,,,143.3
Dayton vs Saint Joseph's,Saint Joseph's,,,,,,,-2.6,0.406,143.3,,,,,,,,0.406,,,,143.3
Dayton vs St Louis,Dayton,,,,,,,,,,,,,-4.5,0.61,139.0,,0.61,,,,139.0
Dayton vs St Louis,St Louis,,,,,,,,,,,,,4.5,0.39,139.0,,0.39,,,,139.0
DePaul vs Creighton,Creighton,-4.8,0.68,149.0,,,,7.8,0.7559999999999999,149.1,,,,-8.56,0.76,148.0,,0.7559999999999999,,,,148.70000000000002
DePaul vs Creighton,DePaul,4.8,0.32,149.0,,,,-7.8,0.244,149.1,,,,8.56,0.24,148.0,,0.244,,,,148.70000000000002
DePaul vs Xavier,DePaul,,,,,,,,,,,,,-15.5,0.9,128.0,,0.9,,,,128.0
DePaul vs Xavier,Xavier,,,,,,,,,,,,,15.5,0.1,128.0,,0.1,,,,128.0
Delaware vs Towson,Delaware,,,,,,,1.7,0.561,143.7,,,,,,,,0.561,,,,143.7
Delaware vs Towson,Towson,,,,,,,-1.7,0.439,143.7,,,,,,,,0.439,,,,143.7
Denver vs Missouri-Kansas City,Denver,,,,,,,-5.6,0.306,137.7,,,,,,,,0.306,,,,137.7
Denver vs Missouri-Kansas City,Missouri-Kansas City,,,,,,,5.6,0.6940000000000001,137.7,,,,,,,,0.6940000000000001,,,,137.7
Denver vs NE Omaha,Denver,,,,,,,,,,,,,-4.5,0.6,136.0,,0.6,,,,136.0
Denver vs NE Omaha,NE Omaha,,,,,,,,,,,,,4.5,0.4,136.0,,0.4,,,,136.0
Denver vs Philadelphia,Denver,,,,,,,,,,,,,-13.5,0.77,230.0,,0.77,,,,230.0
Denver vs Philadelphia,Philadelphia,,,,,,,,,,,,,13.5,0.23,230.0,,0.23,,,,230.0
Detroit vs Northern Kentucky,Detroit,,,,,,,-5.8,0.297,130.9,,,,,,,,0.297,,,,130.9
Detroit vs Northern Kentucky,Northern Kentucky,,,,,,,5.8,0.703,130.9,,,,,,,,0.703,,,,130.9
Detroit vs PFW,Detroit,,,,,,,,,,,,,7.5,0.3,133.0,,0.3,,,,133.0
Detroit vs PFW,PFW,,,,,,,,,,,,,-7.5,0.7,133.0,,0.7,,,,133.0
Drake vs Northern Iowa,Drake,,,,,,,8.1,0.778,129.9,,,,,,,,0.778,,,,129.9
Drake vs Northern Iowa,Northern Iowa,,,,,,,-8.1,0.222,129.9,,,,,,,,0.222,,,,129.9
Drake vs Valparaiso,Drake,,,,,,,12.5,0.879,131.4,,,,,,,,0.879,,,,131.4
Drake vs Valparaiso,Valparaiso,,,,,,,-12.5,0.121,131.4,,,,,,,,0.121,,,,131.4
Drexel vs Delaware,Delaware,,,,,,,-1.6,0.441,144.8,,,,,,,,0.441,,,,144.8
Drexel vs Delaware,Drexel,,,,,,,1.6,0.5589999999999999,144.8,,,,,,,,0.5589999999999999,,,,144.8
Duke vs NC State,Duke,,,,,,,22.2,0.98,137.6,,,,,,,,0.98,,,,137.6
Duke vs NC State,NC State,,,,,,,-22.2,0.02,137.6,,,,,,,,0.02,,,,137.6
Duke vs North Carolina,Duke,,,,,,,14.8,0.904,150.5,,,,,,,,0.904,,,,150.5
Duke vs North Carolina,North Carolina,,,,,,,-14.8,0.096,150.5,,,,,,,,0.096,,,,150.5
Duquesne vs Dayton,Dayton,2.3,0.4,136.0,,,,0.9,0.535,135.7,,,,-3.53,0.61,137.0,,0.535,,,,136.23333333333332
Duquesne vs Dayton,Duquesne,-2.3,0.6,136.0,,,,-0.9,0.465,135.7,,,,3.53,0.39,137.0,,0.465,,,,136.23333333333332
E Michigan vs N Illinois,E Michigan,,,,,,,,,,,,,4.5,0.39,135.0,,0.39,,,,135.0
E Michigan vs N Illinois,N Illinois,,,,,,,,,,,,,-4.5,0.61,135.0,,0.61,,,,135.0
E Michigan vs Ohio,E Michigan,,,,,,,,,,,,,7.58,0.25,147.0,,0.25,,,,147.0
E Michigan vs Ohio,Ohio,,,,,,,,,,,,,-7.58,0.75,147.0,,0.75,,,,147.0
East Carolina vs South Florida,East Carolina,,,,,,,1.4,0.551,143.6,,,,,,,,0.551,,,,143.6
East Carolina vs South Florida,South Florida,,,,,,,-1.4,0.449,143.6,,,,,,,,0.449,,,,143.6
East Carolina vs Temple,East Carolina,,,,,,,,,,,,,-0.5,0.5,125.0,,0.5,,,,125.0
East Carolina vs Temple,Temple,,,,,,,,,,,,,0.5,0.5,125.0,,0.5,,,,125.0
East Tennessee State vs Chattanooga,Chattanooga,,,,,,,-4.7,0.33399999999999996,147.4,,,,,,,,0.33399999999999996,,,,147.4
East Tennessee State vs Chattanooga,East Tennessee State,,,,,,,4.7,0.6659999999999999,147.4,,,,,,,,0.6659999999999999,,,,147.4
East Tennessee State vs Western Carolina,East Tennessee State,,,,,,,18.1,0.946,138.8,,,,,,,,0.946,,,,138.8
East Tennessee State vs Western Carolina,Western Carolina,,,,,,,-18.1,0.054000000000000006,138.8,,,,,,,,0.054000000000000006,,,,138.8
Eastern Illinois vs Morehead State,Eastern Illinois,,,,,,,-4.1,0.355,130.5,,,,,,,,0.355,,,,130.5
Eastern Illinois vs Morehead State,Morehead State,,,,,,,4.1,0.645,130.5,,,,,,,,0.645,,,,130.5
Eastern Illinois vs Southern Indiana,Eastern Illinois,,,,,,,-0.7,0.47700000000000004,137.0,,,,,,,,0.47700000000000004,,,,137.0
Eastern Illinois vs Southern Indiana,Southern Indiana,,,,,,,0.7,0.523,137.0,,,,,,,,0.523,,,,137.0
Eastern Kentucky vs Florida Gulf Coast,Eastern Kentucky,,,,,,,-2.5,0.41200000000000003,143.8,,,,,,,,0.41200000000000003,,,,143.8
Eastern Kentucky vs Florida Gulf Coast,Florida Gulf Coast,,,,,,,2.5,0.588,143.8,,,,,,,,0.588,,,,143.8
Eastern Kentucky vs Stetson,Eastern Kentucky,,,,,,,11.0,0.8340000000000001,152.8,,,,,,,,0.8340000000000001,,,,152.8
Eastern Kentucky vs Stetson,Stetson,,,,,,,-11.0,0.166,152.8,,,,,,,,0.166,,,,152.8
Eastern Michigan vs Buffalo,Buffalo,,,,,,,-2.6,0.41100000000000003,150.1,,,,,,,,0.41100000000000003,,,,150.1
Eastern Michigan vs Buffalo,Eastern Michigan,,,,,,,2.6,0.589,150.1,,,,,,,,0.589,,,,150.1
Eastern Michigan vs Ohio,Eastern Michigan,7.8,0.24,154.0,,,,-8.8,0.22,153.6,,,,,,,,0.22999999999999998,,,,153.8
Eastern Michigan vs Ohio,Ohio,-7.8,0.76,154.0,,,,8.8,0.78,153.6,,,,,,,,0.77,,,,153.8
Eastern Washington vs Northern Arizona,Eastern Washington,,,,,,,0.2,0.506,147.3,,,,,,,,0.506,,,,147.3
Eastern Washington vs Northern Arizona,Northern Arizona,,,,,,,-0.2,0.494,147.3,,,,,,,,0.494,,,,147.3
Eastern Washington vs Northern Colorado,Eastern Washington,,,,,,,-4.8,0.336,154.4,,,,,,,,0.336,,,,154.4
Eastern Washington vs Northern Colorado,Northern Colorado,,,,,,,4.8,0.664,154.4,,,,,,,,0.664,,,,154.4
Elon vs College of Charleston,College of Charleston,,,,,,,-1.0,0.466,146.3,,,,,,,,0.466,,,,146.3
Elon vs College of Charleston,Elon,,,,,,,1.0,0.534,146.3,,,,,,,,0.534,,,,146.3
Elon vs Hofstra,Elon,,,,,,,3.9,0.6409999999999999,126.8,,,,,,,,0.6409999999999999,,,,126.8
Elon vs Hofstra,Hofstra,,,,,,,-3.9,0.359,126.8,,,,,,,,0.359,,,,126.8
Elon vs Monmouth,Elon,,,,,,,8.9,0.7929999999999999,137.8,,,,,,,,0.7929999999999999,,,,137.8
Elon vs Monmouth,Monmouth,,,,,,,-8.9,0.207,137.8,,,,,,,,0.207,,,,137.8
Evansville vs Illinois-Chicago,Evansville,,,,,,,-5.5,0.313,138.5,,,,,,,,0.313,,,,138.5
Evansville vs Illinois-Chicago,Illinois-Chicago,,,,,,,5.5,0.687,138.5,,,,,,,,0.687,,,,138.5
Evansville vs Murray State,Evansville,,,,,,,-6.5,0.278,129.8,,,,,,,,0.278,,,,129.8
Evansville vs Murray State,Murray State,,,,,,,6.5,0.722,129.8,,,,,,,,0.722,,,,129.8
FL Atlantic vs Charlotte,Charlotte,,,,,,,,,,,,,1.5,0.48,128.0,,0.48,,,,128.0
FL Atlantic vs Charlotte,FL Atlantic,,,,,,,,,,,,,-1.5,0.52,128.0,,0.52,,,,128.0
Fairfield vs Merrimack,Fairfield,,,,,,,-5.3,0.315,134.1,,,,,,,,0.315,,,,134.1
Fairfield vs Merrimack,Merrimack,,,,,,,5.3,0.685,134.1,,,,,,,,0.685,,,,134.1
Fairleigh Dickinson vs Le Moyne,Fairleigh Dickinson,,,,,,,5.5,0.685,151.5,,,,,,,,0.685,,,,151.5
Fairleigh Dickinson vs Le Moyne,Le Moyne,,,,,,,-5.5,0.315,151.5,,,,,,,,0.315,,,,151.5
Florida Atlantic vs UTSA,Florida Atlantic,,,,,,,9.4,0.7909999999999999,160.2,,,,,,,,0.7909999999999999,,,,160.2
Florida Atlantic vs UTSA,UTSA,,,,,,,-9.4,0.209,160.2,,,,,,,,0.209,,,,160.2
Florida International vs Liberty,Florida International,,,,,,,-8.0,0.24,137.1,,,,,,,,0.24,,,,137.1
Florida International vs Liberty,Liberty,,,,,,,8.0,0.76,137.1,,,,,,,,0.76,,,,137.1
Florida State vs Virginia Tech,Florida State,,,,,,,9.6,0.805,145.1,,,,,,,,0.805,,,,145.1
Florida State vs Virginia Tech,Virginia Tech,,,,,,,-9.6,0.195,145.1,,,,,,,,0.195,,,,145.1
Florida vs Georgia,Florida,,,,,,,10.7,0.826,144.4,,,,,,,,0.826,,,,144.4
Florida vs Georgia,Georgia,,,,,,,-10.7,0.174,144.4,,,,,,,,0.174,,,,144.4
Fordham vs Duquesne,Duquesne,,,,,,,2.6,0.594,138.9,,,,,,,,0.594,,,,138.9
Fordham vs Duquesne,Fordham,,,,,,,-2.6,0.406,138.9,,,,,,,,0.406,,,,138.9
Fort Wayne vs Cleveland State,Cleveland State,,,,,,,-4.5,0.342,150.3,,,,,,,,0.342,,,,150.3
Fort Wayne vs Cleveland State,Fort Wayne,,,,,,,4.5,0.6579999999999999,150.3,,,,,,,,0.6579999999999999,,,,150.3
Fresno St vs UNLV,Fresno St,,,,,,,,,,,,,12.5,0.17,132.0,,0.17,,,,132.0
Fresno St vs UNLV,UNLV,,,,,,,,,,,,,-12.5,0.83,132.0,,0.83,,,,132.0
Fresno State vs Colorado State,Colorado State,,,,,,,14.1,0.89,144.7,,,,,,,,0.89,,,,144.7
Fresno State vs Colorado State,Fresno State,,,,,,,-14.1,0.11,144.7,,,,,,,,0.11,,,,144.7
Furman vs Samford,Furman,,,,,,,-0.2,0.493,150.9,,,,,,,,0.493,,,,150.9
Furman vs Samford,Samford,,,,,,,0.2,0.507,150.9,,,,,,,,0.507,,,,150.9
G Washington vs VCU,G Washington,,,,,,,,,,,,,6.5,0.3,111.0,,0.3,,,,111.0
G Washington vs VCU,VCU,,,,,,,,,,,,,-6.5,0.7,111.0,,0.7,,,,111.0
Gardner-Webb vs Longwood,Gardner-Webb,,,,,,,-0.9,0.469,148.8,,,,,,,,0.469,,,,148.8
Gardner-Webb vs Longwood,Longwood,,,,,,,0.9,0.531,148.8,,,,,,,,0.531,,,,148.8
Gardner-Webb vs UNC Asheville,Gardner-Webb,,,,,,,0.1,0.502,156.4,,,,,,,,0.502,,,,156.4
Gardner-Webb vs UNC Asheville,UNC Asheville,,,,,,,-0.1,0.498,156.4,,,,,,,,0.498,,,,156.4
George Mason vs Davidson,Davidson,,,,,,,,,,,,,5.5,0.35,126.0,,0.35,,,,126.0
George Mason vs Davidson,George Mason,,,,,,,,,,,,,-5.5,0.65,126.0,,0.65,,,,126.0
George Mason vs Loyola Chicago,George Mason,,,,,,,8.7,0.785,134.0,,,,,,,,0.785,,,,134.0
George Mason vs Loyola Chicago,Loyola Chicago,,,,,,,-8.7,0.215,134.0,,,,,,,,0.215,,,,134.0
George Washington vs Richmond,George Washington,,,,,,,9.0,0.792,136.5,,,,,,,,0.792,,,,136.5
George Washington vs Richmond,Richmond,,,,,,,-9.0,0.20800000000000002,136.5,,,,,,,,0.20800000000000002,,,,136.5
George Washington vs Saint Louis,George Washington,,,,,,,2.3,0.579,148.1,,,,,,,,0.579,,,,148.1
George Washington vs Saint Louis,Saint Louis,,,,,,,-2.3,0.42100000000000004,148.1,,,,,,,,0.42100000000000004,,,,148.1
Georgetown vs Butler,Butler,,,,,,,-5.1,0.322,140.1,,,,,,,,0.322,,,,140.1
Georgetown vs Butler,Georgetown,,,,,,,5.1,0.6779999999999999,140.1,,,,,,,,0.6779999999999999,,,,140.1
Georgetown vs St John's,Georgetown,,,,,,,,,,,,,1.5,0.49,119.0,,0.49,,,,119.0
Georgetown vs St John's,St John's,,,,,,,,,,,,,-1.5,0.51,119.0,,0.51,,,,119.0
Georgia Southern vs Coastal Carolina,Coastal Carolina,,,,,,,-5.2,0.324,144.8,,,,,,,,0.324,,,,144.8
Georgia Southern vs Coastal Carolina,Georgia Southern,,,,,,,5.2,0.6759999999999999,144.8,,,,,,,,0.6759999999999999,,,,144.8
Georgia Southern vs Marshall,Georgia Southern,,,,,,,-3.5,0.381,145.3,,,,,,,,0.381,,,,145.3
Georgia Southern vs Marshall,Marshall,,,,,,,3.5,0.619,145.3,,,,,,,,0.619,,,,145.3
Georgia St vs Coastal Car,Coastal Car,,,,,,,,,,,,,-4.5,0.6,138.0,,0.6,,,,138.0
Georgia St vs Coastal Car,Georgia St,,,,,,,,,,,,,4.5,0.4,138.0,,0.4,,,,138.0
Georgia State vs James Madison,Georgia State,,,,,,,-4.2,0.354,145.8,,,,,,,,0.354,,,,145.8
Georgia State vs James Madison,James Madison,,,,,,,4.2,0.6459999999999999,145.8,,,,,,,,0.6459999999999999,,,,145.8
Georgia State vs Marshall,Georgia State,,,,,,,-4.9,0.33399999999999996,143.9,,,,,,,,0.33399999999999996,,,,143.9
Georgia State vs Marshall,Marshall,,,,,,,4.9,0.6659999999999999,143.9,,,,,,,,0.6659999999999999,,,,143.9
Georgia Tech vs Virginia Tech,Georgia Tech,,,,,,,4.4,0.655,143.7,,,,,,,,0.655,,,,143.7
Georgia Tech vs Virginia Tech,Virginia Tech,,,,,,,-4.4,0.345,143.7,,,,,,,,0.345,,,,143.7
Georgia vs South Carolina,Georgia,,,,,,,11.5,0.853,132.7,,,,,,,,0.853,,,,132.7
Georgia vs South Carolina,South Carolina,,,,,,,-11.5,0.147,132.7,,,,,,,,0.147,,,,132.7
Gonzaga vs Oregon State,Gonzaga,,,,,,,14.4,0.907,152.8,,,,,,,,0.907,,,,152.8
Gonzaga vs Oregon State,Oregon State,,,,,,,-14.4,0.09300000000000001,152.8,,,,,,,,0.09300000000000001,,,,152.8
Grand Canyon vs Seattle,Grand Canyon,,,,,,,9.8,0.8059999999999999,143.9,,,,,,,,0.8059999999999999,,,,143.9
Grand Canyon vs Seattle,Seattle,,,,,,,-9.8,0.19399999999999998,143.9,,,,,,,,0.19399999999999998,,,,143.9
Green Bay vs IU Indy,Green Bay,,,,,,,0.1,0.502,149.2,,,,,,,,0.502,,,,149.2
Green Bay vs IU Indy,IU Indy,,,,,,,-0.1,0.498,149.2,,,,,,,,0.498,,,,149.2
Hampton vs Northeastern,Hampton,,,,,,,-0.7,0.475,138.0,,,,,,,,0.475,,,,138.0
Hampton vs Northeastern,Northeastern,,,,,,,0.7,0.525,138.0,,,,,,,,0.525,,,,138.0
Hawaii vs UC San Diego,Hawaii,,,,,,,-6.3,0.284,139.2,,,,,,,,0.284,,,,139.2
Hawaii vs UC San Diego,UC San Diego,,,,,,,6.3,0.716,139.2,,,,,,,,0.716,,,,139.2
High Point vs SC Upstate,High Point,,,,,,,,,,,,,-14.5,0.89,121.0,,0.89,,,,121.0
High Point vs SC Upstate,SC Upstate,,,,,,,,,,,,,14.5,0.11,121.0,,0.11,,,,121.0
High Point vs Winthrop,High Point,,,,,,,9.7,0.802,162.5,,,,,,,,0.802,,,,162.5
High Point vs Winthrop,Winthrop,,,,,,,-9.7,0.198,162.5,,,,,,,,0.198,,,,162.5
Hofstra vs Campbell,Campbell,,,,,,,-6.0,0.29100000000000004,126.2,,,,,,,,0.29100000000000004,,,,126.2
Hofstra vs Campbell,Hofstra,,,,,,,6.0,0.7090000000000001,126.2,,,,,,,,0.7090000000000001,,,,126.2
Hofstra vs Delaware,Delaware,,,,,,,-3.3,0.38299999999999995,141.0,,,,,,,,0.38299999999999995,,,,141.0
Hofstra vs Delaware,Hofstra,,,,,,,3.3,0.617,141.0,,,,,,,,0.617,,,,141.0
Holy Cross vs Army,Army,,,,,,,-0.3,0.48700000000000004,143.2,,,,,,,,0.48700000000000004,,,,143.2
Holy Cross vs Army,Holy Cross,,,,,,,0.3,0.513,143.2,,,,,,,,0.513,,,,143.2
Houston Cougars vs Utah Utes,Houston Cougars,,,,,0.929,141.9,,,,,,,,,,-4500.0,0.929,-19.5,134.5,4500.929,141.9
Houston Cougars vs Utah Utes,Utah Utes,,,,,0.071,141.9,,,,,,,,,,1600.0,0.071,19.5,134.5,-1599.929,141.9
Houston vs Cleveland,Cleveland,,,,,,,,,,,,,-1.5,0.53,226.0,,0.53,,,,226.0
Houston vs Cleveland,Houston,,,,,,,,,,,,,1.5,0.47,226.0,,0.47,,,,226.0
Houston vs Texas Tech,Houston,,,,,,,7.8,0.764,132.8,,,,4.5,0.39,125.0,,0.577,,,,128.9
Houston vs Texas Tech,Texas Tech,,,,,,,-7.8,0.23600000000000002,132.8,,,,-4.5,0.61,125.0,,0.423,,,,128.9
Houston vs Utah,Houston,,,,,,,24.3,0.987,134.1,,,,-13.5,0.9,135.0,,0.9435,,,,134.55
Houston vs Utah,Utah,,,,,,,-24.3,0.013000000000000001,134.1,,,,13.5,0.1,135.0,,0.0565,,,,134.55
IU Indy vs Fort Wayne,Fort Wayne,,,,,,,10.9,0.835,155.8,,,,,,,,0.835,,,,155.8
IU Indy vs Fort Wayne,IU Indy,,,,,,,-10.9,0.165,155.8,,,,,,,,0.165,,,,155.8
Idaho State vs Eastern Washington,Eastern Washington,,,,,,,-5.7,0.304,141.4,,,,,,,,0.304,,,,141.4
Idaho State vs Eastern Washington,Idaho State,,,,,,,5.7,0.696,141.4,,,,,,,,0.696,,,,141.4
Idaho vs Northern Arizona,Idaho,,,,,,,2.1,0.5760000000000001,146.3,,,,,,,,0.5760000000000001,,,,146.3
Idaho vs Northern Arizona,Northern Arizona,,,,,,,-2.1,0.424,146.3,,,,,,,,0.424,,,,146.3
Idaho vs Northern Colorado,Idaho,,,,,,,-3.5,0.377,153.4,,,,,,,,0.377,,,,153.4
Idaho vs Northern Colorado,Northern Colorado,,,,,,,3.5,0.623,153.4,,,,,,,,0.623,,,,153.4
Illinois St vs Indiana St,Illinois St,,,,,,,,,,,,,-7.5,0.51,153.0,,0.51,,,,153.0
Illinois St vs Indiana St,Indiana St,,,,,,,,,,,,,7.5,0.49,153.0,,0.49,,,,153.0
Illinois St. vs Indiana St.,Illinois St.,-12.7,0.84,165.0,,,,,,,,,,,,,,0.84,,,,165.0
Illinois St. vs Indiana St.,Indiana St.,12.7,0.16,165.0,,,,,,,,,,,,,,0.16,,,,165.0
Illinois State vs Belmont,Belmont,,,,,,,-2.7,0.40399999999999997,154.4,,,,,,,,0.40399999999999997,,,,154.4
Illinois State vs Belmont,Illinois State,,,,,,,2.7,0.596,154.4,,,,,,,,0.596,,,,154.4
Illinois State vs Indiana State,Illinois State,,,,,,,8.6,0.777,156.3,,,,,,,,0.777,,,,156.3
Illinois State vs Indiana State,Indiana State,,,,,,,-8.6,0.223,156.3,,,,,,,,0.223,,,,156.3
Illinois vs Maryland,Illinois,,,,,,,6.6,0.7140000000000001,151.9,,,,,,,,0.7140000000000001,,,,151.9
Illinois vs Maryland,Maryland,,,,,,,-6.6,0.28600000000000003,151.9,,,,,,,,0.28600000000000003,,,,151.9
Illinois vs Northwestern,Illinois,,,,,,,10.5,0.8240000000000001,144.8,,,,,,,,0.8240000000000001,,,,144.8
Illinois vs Northwestern,Northwestern,,,,,,,-10.5,0.17600000000000002,144.8,,,,,,,,0.17600000000000002,,,,144.8
Illinois-Chicago vs Southern Illinois,Illinois-Chicago,,,,,,,5.6,0.6890000000000001,146.7,,,,,,,,0.6890000000000001,,,,146.7
Illinois-Chicago vs Southern Illinois,Southern Illinois,,,,,,,-5.6,0.311,146.7,,,,,,,,0.311,,,,146.7
Indiana State vs Missouri State,Indiana State,,,,,,,5.8,0.695,150.7,,,,,,,,0.695,,,,150.7
Indiana State vs Missouri State,Missouri State,,,,,,,-5.8,0.305,150.7,,,,,,,,0.305,,,,150.7
Indiana State vs Northern Iowa,Indiana State,,,,,,,-5.9,0.304,155.2,,,,,,,,0.304,,,,155.2
Indiana State vs Northern Iowa,Northern Iowa,,,,,,,5.9,0.696,155.2,,,,,,,,0.696,,,,155.2
Indiana vs Maryland,Indiana,,,,,,,-2.6,0.41200000000000003,146.7,,,,,,,,0.41200000000000003,,,,146.7
Indiana vs Maryland,Maryland,,,,,,,2.6,0.588,146.7,,,,,,,,0.588,,,,146.7
Iona vs Siena,Iona,,,,,,,3.7,0.63,133.1,,,,,,,,0.63,,,,133.1
Iona vs Siena,Siena,,,,,,,-3.7,0.37,133.1,,,,,,,,0.37,,,,133.1
Iowa St vs BYU,BYU,,,,,,,,,,,,,13.5,0.16,139.0,,0.16,,,,139.0
Iowa St vs BYU,Iowa St,,,,,,,,,,,,,-13.5,0.84,139.0,,0.84,,,,139.0
Iowa St vs UCF,Iowa St,,,,,,,,,,,,,-16.5,0.85,145.0,,0.85,,,,145.0
Iowa St vs UCF,UCF,,,,,,,,,,,,,16.5,0.15,145.0,,0.15,,,,145.0
Iowa St. vs UCF,Iowa St.,-17.4,0.93,157.0,,,,,,,,,,,,,,0.93,,,,157.0
Iowa St. vs UCF,UCF,17.4,0.07,157.0,,,,,,,,,,,,,,0.07,,,,157.0
Iowa State vs Kansas State,Iowa State,,,,,,,17.3,0.941,144.0,,,,,,,,0.941,,,,144.0
Iowa State vs Kansas State,Kansas State,,,,,,,-17.3,0.059000000000000004,144.0,,,,,,,,0.059000000000000004,,,,144.0
Iowa State vs UCF,Iowa State,,,,,,,17.8,0.9420000000000001,148.4,,,,,,,,0.9420000000000001,,,,148.4
Iowa State vs UCF,UCF,,,,,,,-17.8,0.057999999999999996,148.4,,,,,,,,0.057999999999999996,,,,148.4
Iowa vs Minnesota,Iowa,-9.7,0.82,151.0,,,,7.5,0.75,153.0,,,,-7.5,0.79,153.0,,0.79,,,,152.33333333333334
Iowa vs Minnesota,Minnesota,9.7,0.18,151.0,,,,-7.5,0.25,153.0,,,,7.5,0.21,153.0,,0.21,,,,152.33333333333334
Iowa vs Penn State,Iowa,,,,,,,6.9,0.721,169.2,,,,,,,,0.721,,,,169.2
Iowa vs Penn State,Penn State,,,,,,,-6.9,0.27899999999999997,169.2,,,,,,,,0.27899999999999997,,,,169.2
Jackson State vs Bethune-Cookman,Bethune-Cookman,,,,,,,-1.4,0.451,135.3,,,,,,,,0.451,,,,135.3
Jackson State vs Bethune-Cookman,Jackson State,,,,,,,1.4,0.5489999999999999,135.3,,,,,,,,0.5489999999999999,,,,135.3
Jackson State vs Florida A&M,Florida A&M,,,,,,,-10.6,0.179,142.9,,,,,,,,0.179,,,,142.9
Jackson State vs Florida A&M,Jackson State,,,,,,,10.6,0.821,142.9,,,,,,,,0.821,,,,142.9
Jacksonville State vs Florida International,Florida International,,,,,,,-5.7,0.305,140.7,,,,,,,,0.305,,,,140.7
Jacksonville State vs Florida International,Jacksonville State,,,,,,,5.7,0.695,140.7,,,,,,,,0.695,,,,140.7
Jacksonville vs Florida Gulf Coast,Florida Gulf Coast,,,,,,,-1.5,0.445,132.7,,,,,,,,0.445,,,,132.7
Jacksonville vs Florida Gulf Coast,Jacksonville,,,,,,,1.5,0.555,132.7,,,,,,,,0.555,,,,132.7
James Madison vs Coastal Carolina,Coastal Carolina,,,,,,,-10.9,0.158,138.6,,,,,,,,0.158,,,,138.6
James Madison vs Coastal Carolina,James Madison,,,,,,,10.9,0.8420000000000001,138.6,,,,,,,,0.8420000000000001,,,,138.6
Kansas State vs Oklahoma State,Kansas State,,,,,,,5.5,0.6859999999999999,145.9,,,,,,,,0.6859999999999999,,,,145.9
Kansas State vs Oklahoma State,Oklahoma State,,,,,,,-5.5,0.314,145.9,,,,,,,,0.314,,,,145.9
Kansas State vs West Virginia,Kansas State,,,,,,,-2.7,0.40299999999999997,136.6,,,,,,,,0.40299999999999997,,,,136.6
Kansas State vs West Virginia,West Virginia,,,,,,,2.7,0.597,136.6,,,,,,,,0.597,,,,136.6
Kansas vs Houston,Houston,,,,,,,2.6,0.593,130.0,,,,,,,,0.593,,,,130.0
Kansas vs Houston,Kansas,,,,,,,-2.6,0.40700000000000003,130.0,,,,,,,,0.40700000000000003,,,,130.0
Kansas vs UCF,Kansas,,,,,,,17.6,0.9390000000000001,146.7,,,,,,,,0.9390000000000001,,,,146.7
Kansas vs UCF,UCF,,,,,,,-17.6,0.061,146.7,,,,,,,,0.061,,,,146.7
Kennesaw State vs Liberty,Kennesaw State,,,,,,,-5.1,0.326,144.4,,,,,,,,0.326,,,,144.4
Kennesaw State vs Liberty,Liberty,,,,,,,5.1,0.674,144.4,,,,,,,,0.674,,,,144.4
Kent State vs Akron,Akron,,,,,,,-1.1,0.46299999999999997,140.2,,,,,,,,0.46299999999999997,,,,140.2
Kent State vs Akron,Kent State,,,,,,,1.1,0.537,140.2,,,,,,,,0.537,,,,140.2
