Game,Team,spread_barttorvik,win_prob_barttorvik,projected_total_barttorvik,spread_drating,win_prob_drating,projected_total_drating,spread_evanmiya,win_prob_evanmiya,projected_total_evanmiya,spread_kenpom,win_prob_kenpom,projected_total_kenpom,spread_massey,win_prob_massey,projected_total_massey,Opening Moneyline,Moneyline Win Probability,Opening Spread,theoddsapi_total,Moneyline Edge,average_total
Northern Iowa vs Missouri St,Northern Iowa,,,,,,,,,,,,,-11.0,0.7,140.0,,0.7,,,,140.0
Northern Iowa vs Missouri St.,Missouri St.,10.9,0.15,135.0,,,,,,,,,,,,,,0.15,,,,135.0
Northern Iowa vs Missouri St.,Northern Iowa,-10.9,0.85,135.0,,,,,,,,,,,,,,0.85,,,,135.0
Northern Iowa vs Missouri State,Missouri State,,,,,,,-11.9,0.135,137.3,,,,,,,,0.135,,,,137.3
Northern Iowa vs Missouri State,Northern Iowa,,,,,,,11.9,0.865,137.3,,,,,,,,0.865,,,,137.3
Northern Kentucky vs Milwaukee,Milwaukee,,,,,,,1.4,0.552,137.6,,,,,,,,0.552,,,,137.6
Northern Kentucky vs Milwaukee,Northern Kentucky,,,,,,,-1.4,0.44799999999999995,137.6,,,,,,,,0.44799999999999995,,,,137.6
Northwestern vs Indiana,Indiana,,,,,,,-3.2,0.38799999999999996,139.2,,,,,,,,0.38799999999999996,,,,139.2
Northwestern vs Indiana,Northwestern,,,,,,,3.2,0.612,139.2,,,,,,,,0.612,,,,139.2
Northwestern vs Rutgers,Northwestern,,,,,,,6.2,0.7120000000000001,140.2,,,,,,,,0.7120000000000001,,,,140.2
Northwestern vs Rutgers,Rutgers,,,,,,,-6.2,0.28800000000000003,140.2,,,,,,,,0.28800000000000003,,,,140.2
Northwestern vs Wisconsin,Northwestern,,,,,,,-1.0,0.46399999999999997,140.0,,,,,,,,0.46399999999999997,,,,140.0
Northwestern vs Wisconsin,Wisconsin,,,,,,,1.0,0.536,140.0,,,,,,,,0.536,,,,140.0
Notre Dame vs Georgia Tech,Georgia Tech,,,,,,,-7.7,0.23600000000000002,143.3,,,,,,,,0.23600000000000002,,,,143.3
Notre Dame vs Georgia Tech,Notre Dame,,,,,,,7.7,0.764,143.3,,,,,,,,0.764,,,,143.3
Oakland vs Fort Wayne,Fort Wayne,,,,,,,1.1,0.54,145.6,,,,,,,,0.54,,,,145.6
Oakland vs Fort Wayne,Oakland,,,,,,,-1.1,0.46,145.6,,,,,,,,0.46,,,,145.6
Oakland vs Green Bay,Green Bay,,,,,,,-13.2,0.11199999999999999,139.4,,,,,,,,0.11199999999999999,,,,139.4
Oakland vs Green Bay,Oakland,,,,,,,13.2,0.888,139.4,,,,,,,,0.888,,,,139.4
Ohio State vs Iowa,Iowa,,,,,,,-5.0,0.33299999999999996,162.7,,,,,,,,0.33299999999999996,,,,162.7
Ohio State vs Iowa,Ohio State,,,,,,,5.0,0.667,162.7,,,,,,,,0.667,,,,162.7
Ohio vs Kent State,Kent State,,,,,,,-2.5,0.41100000000000003,140.8,,,,,,,,0.41100000000000003,,,,140.8
Ohio vs Kent State,Ohio,,,,,,,2.5,0.589,140.8,,,,,,,,0.589,,,,140.8
Ohio vs Toledo,Ohio,,,,,,,5.7,0.687,161.2,,,,,,,,0.687,,,,161.2
Ohio vs Toledo,Toledo,,,,,,,-5.7,0.313,161.2,,,,,,,,0.313,,,,161.2
Oklahoma City vs Utah,Oklahoma City,,,,,,,,,,,,,-16.5,0.89,228.0,,0.89,,,,228.0
Oklahoma City vs Utah,Utah,,,,,,,,,,,,,16.5,0.11,228.0,,0.11,,,,228.0
Oklahoma St vs Arizona,Arizona,,,,,,,,,,,,,-7.58,0.75,150.0,,0.75,,,,150.0
Oklahoma St vs Arizona,Oklahoma St,,,,,,,,,,,,,7.58,0.25,150.0,,0.25,,,,150.0
Oklahoma St vs TCU,Oklahoma St,,,,,,,,,,,,,-3.5,0.56,137.0,,0.56,,,,137.0
Oklahoma St vs TCU,TCU,,,,,,,,,,,,,3.5,0.44,137.0,,0.44,,,,137.0
Oklahoma St. vs Arizona,Arizona,-12.5,0.87,153.0,,,,,,,,,,,,,,0.87,,,,153.0
Oklahoma St. vs Arizona,Oklahoma St.,12.5,0.13,153.0,,,,,,,,,,,,,,0.13,,,,153.0
Oklahoma State vs Arizona,Arizona,,,,,,,12.4,0.857,150.3,,,,,,,,0.857,,,,150.3
Oklahoma State vs Arizona,Oklahoma State,,,,,,,-12.4,0.14300000000000002,150.3,,,,,,,,0.14300000000000002,,,,150.3
Old Dominion vs Coastal Carolina,Coastal Carolina,,,,,,,-3.0,0.39299999999999996,135.9,,,,,,,,0.39299999999999996,,,,135.9
Old Dominion vs Coastal Carolina,Old Dominion,,,,,,,3.0,0.607,135.9,,,,,,,,0.607,,,,135.9
Old Dominion vs James Madison,James Madison,,,,,,,4.9,0.6679999999999999,139.0,,,,,,,,0.6679999999999999,,,,139.0
Old Dominion vs James Madison,Old Dominion,,,,,,,-4.9,0.332,139.0,,,,,,,,0.332,,,,139.0
Ole Miss vs Auburn,Auburn,,,,,,,-1.1,0.46,147.2,,,,,,,,0.46,,,,147.2
Ole Miss vs Auburn,Ole Miss,,,,,,,1.1,0.54,147.2,,,,,,,,0.54,,,,147.2
Ole Miss vs Texas,Ole Miss,,,,,,,11.7,0.853,145.2,,,,,,,,0.853,,,,145.2
Ole Miss vs Texas,Texas,,,,,,,-11.7,0.147,145.2,,,,,,,,0.147,,,,145.2
Ole Miss vs Texas A&M,Ole Miss,,,,,,,4.1,0.645,140.3,,,,,,,,0.645,,,,140.3
Ole Miss vs Texas A&M,Texas A&M,,,,,,,-4.1,0.355,140.3,,,,,,,,0.355,,,,140.3
Omaha vs Saint Thomas (Minn.),Omaha,,,,,,,-3.6,0.373,153.8,,,,,,,,0.373,,,,153.8
Omaha vs Saint Thomas (Minn.),Saint Thomas (Minn.),,,,,,,3.6,0.627,153.8,,,,,,,,0.627,,,,153.8
Oral Roberts vs Denver,Denver,,,,,,,-6.7,0.27699999999999997,152.4,,,,,,,,0.27699999999999997,,,,152.4
Oral Roberts vs Denver,Oral Roberts,,,,,,,6.7,0.723,152.4,,,,,,,,0.723,,,,152.4
Oral Roberts vs Omaha,Omaha,,,,,,,2.0,0.57,154.1,,,,,,,,0.57,,,,154.1
Oral Roberts vs Omaha,Oral Roberts,,,,,,,-2.0,0.43,154.1,,,,,,,,0.43,,,,154.1
Oregon B vs Washington,Oregon B,,,,,,,,,,13.0,0.13,145.0,,,,,0.13,,,,145.0
Oregon B vs Washington,Washington,,,,,,,,,,-13.0,0.87,145.0,,,,,0.87,,,,145.0
Oregon State vs Pepperdine,Oregon State,,,,,,,15.4,0.924,141.3,,,,,,,,0.924,,,,141.3
Oregon State vs Pepperdine,Pepperdine,,,,,,,-15.4,0.076,141.3,,,,,,,,0.076,,,,141.3
Oregon State vs Santa Clara,Oregon State,,,,,,,1.8,0.565,145.2,,,,,,,,0.565,,,,145.2
Oregon State vs Santa Clara,Santa Clara,,,,,,,-1.8,0.435,145.2,,,,,,,,0.435,,,,145.2
Oregon vs Washington,Oregon,-14.4,0.9,146.0,,,,12.5,0.865,146.2,,,,-13.0,0.78,147.0,,0.865,,,,146.4
Oregon vs Washington,Washington,14.4,0.1,146.0,,,,-12.5,0.135,146.2,,,,13.0,0.22,147.0,,0.135,,,,146.4
Pacific vs Loyola Marymount,Loyola Marymount,,,,,,,5.7,0.6940000000000001,140.9,,,,,,,,0.6940000000000001,,,,140.9
Pacific vs Loyola Marymount,Pacific,,,,,,,-5.7,0.306,140.9,,,,,,,,0.306,,,,140.9
Pacific vs Washington State,Pacific,,,,,,,-10.6,0.174,151.7,,,,,,,,0.174,,,,151.7
Pacific vs Washington State,Washington State,,,,,,,10.6,0.826,151.7,,,,,,,,0.826,,,,151.7
Penn State vs Ohio State,Ohio State,,,,,,,0.6,0.521,151.3,,,,,,,,0.521,,,,151.3
Penn State vs Ohio State,Penn State,,,,,,,-0.6,0.479,151.3,,,,,,,,0.479,,,,151.3
Penn vs Brown,Brown,,,,,,,1.2,0.5429999999999999,138.3,,,,,,,,0.5429999999999999,,,,138.3
Penn vs Brown,Penn,,,,,,,-1.2,0.457,138.3,,,,,,,,0.457,,,,138.3
Penn vs Columbia,Columbia,,,,,,,0.5,0.517,149.3,,,,,,,,0.517,,,,149.3
Penn vs Columbia,Penn,,,,,,,-0.5,0.483,149.3,,,,,,,,0.483,,,,149.3
Pepperdine vs Pacific,Pacific,,,,,,,-8.4,0.226,146.3,,,,,,,,0.226,,,,146.3
Pepperdine vs Pacific,Pepperdine,,,,,,,8.4,0.774,146.3,,,,,,,,0.774,,,,146.3
Pittsburgh vs North Carolina,North Carolina,,,,,,,-0.4,0.488,154.8,,,,,,,,0.488,,,,154.8
Pittsburgh vs North Carolina,Pittsburgh,,,,,,,0.4,0.512,154.8,,,,,,,,0.512,,,,154.8
Portland State vs Idaho State,Idaho State,,,,,,,-2.3,0.41700000000000004,137.6,,,,,,,,0.41700000000000004,,,,137.6
Portland State vs Idaho State,Portland State,,,,,,,2.3,0.583,137.6,,,,,,,,0.583,,,,137.6
Portland State vs Weber State,Portland State,,,,,,,4.6,0.6609999999999999,140.7,,,,,,,,0.6609999999999999,,,,140.7
Portland State vs Weber State,Weber State,,,,,,,-4.6,0.33899999999999997,140.7,,,,,,,,0.33899999999999997,,,,140.7
Portland vs Gonzaga,Gonzaga,,,,,,,26.3,0.99,158.5,,,,,,,,0.99,,,,158.5
Portland vs Gonzaga,Portland,,,,,,,-26.3,0.01,158.5,,,,,,,,0.01,,,,158.5
Portland vs San Diego,Portland,,,,,,,2.1,0.5710000000000001,145.2,,,,,,,,0.5710000000000001,,,,145.2
Portland vs San Diego,San Diego,,,,,,,-2.1,0.429,145.2,,,,,,,,0.429,,,,145.2
Presbyterian vs Charleston Southern,Charleston Southern,,,,,,,-4.3,0.348,139.7,,,,,,,,0.348,,,,139.7
Presbyterian vs Charleston Southern,Presbyterian,,,,,,,4.3,0.652,139.7,,,,,,,,0.652,,,,139.7
Presbyterian vs Radford,Presbyterian,,,,,,,-1.0,0.46399999999999997,135.4,,,,,,,,0.46399999999999997,,,,135.4
Presbyterian vs Radford,Radford,,,,,,,1.0,0.536,135.4,,,,,,,,0.536,,,,135.4
Princeton vs Cornell,Cornell,,,,,,,-3.0,0.39799999999999996,159.9,,,,,,,,0.39799999999999996,,,,159.9
Princeton vs Cornell,Princeton,,,,,,,3.0,0.602,159.9,,,,,,,,0.602,,,,159.9
Princeton vs Yale,Princeton,,,,,,,-1.9,0.435,148.1,,,,,,,,0.435,,,,148.1
Princeton vs Yale,Yale,,,,,,,1.9,0.565,148.1,,,,,,,,0.565,,,,148.1
Providence vs Georgetown,Georgetown,,,,,,,-1.0,0.46399999999999997,135.7,,,,,,,,0.46399999999999997,,,,135.7
Providence vs Georgetown,Providence,,,,,,,1.0,0.536,135.7,,,,,,,,0.536,,,,135.7
Providence vs Marquette,Marquette,,,,,,,,,,,,,-9.5,0.78,113.0,,0.78,,,,113.0
Providence vs Marquette,Providence,,,,,,,,,,,,,9.5,0.22,113.0,,0.22,,,,113.0
Purdue vs Indiana,Indiana,,,,,,,-12.0,0.139,145.2,,,,,,,,0.139,,,,145.2
Purdue vs Indiana,Purdue,,,,,,,12.0,0.861,145.2,,,,,,,,0.861,,,,145.2
Purdue vs Michigan,Michigan,,,,,,,-2.9,0.397,148.6,,,,,,,,0.397,,,,148.6
Purdue vs Michigan,Purdue,,,,,,,2.9,0.603,148.6,,,,,,,,0.603,,,,148.6
Purdue vs Ohio St,Ohio St,,,,,,,,,,,,,10.0,0.25,145.0,,0.25,,,,145.0
Purdue vs Ohio St,Purdue,,,,,,,,,,,,,-10.0,0.75,145.0,,0.75,,,,145.0
Purdue vs Ohio St.,Ohio St.,10.7,0.15,141.0,,,,,,,,,,,,,,0.15,,,,141.0
Purdue vs Ohio St.,Purdue,-10.7,0.85,141.0,,,,,,,,,,,,,,0.85,,,,141.0
Purdue vs Ohio State,Ohio State,,,,,,,-11.3,0.15,144.1,,,,,,,,0.15,,,,144.1
Purdue vs Ohio State,Purdue,,,,,,,11.3,0.85,144.1,,,,,,,,0.85,,,,144.1
Purdue vs USC,Purdue,,,,,,,,,,,,,15.5,0.11,136.0,,0.11,,,,136.0
Purdue vs USC,USC,,,,,,,,,,,,,-15.5,0.89,136.0,,0.89,,,,136.0
Queens vs Jacksonville,Jacksonville,,,,,,,-1.9,0.434,143.1,,,,,,,,0.434,,,,143.1
Queens vs Jacksonville,Queens,,,,,,,1.9,0.5660000000000001,143.1,,,,,,,,0.5660000000000001,,,,143.1
Queens vs North Alabama,North Alabama,,,,,,,0.0,0.501,151.1,,,,,,,,0.501,,,,151.1
Queens vs North Alabama,Queens,,,,,,,-0.0,0.499,151.1,,,,,,,,0.499,,,,151.1
Queens vs North Florida,North Florida,,,,,,,-5.8,0.309,165.0,,,,,,,,0.309,,,,165.0
Queens vs North Florida,Queens,,,,,,,5.8,0.691,165.0,,,,,,,,0.691,,,,165.0
Quinnipiac vs Fairfield,Fairfield,,,,,,,-12.4,0.135,146.1,,,,,,,,0.135,,,,146.1
Quinnipiac vs Fairfield,Quinnipiac,,,,,,,12.4,0.865,146.1,,,,,,,,0.865,,,,146.1
Quinnipiac vs Rider,Quinnipiac,,,,,,,10.4,0.825,140.2,,,,,,,,0.825,,,,140.2
Quinnipiac vs Rider,Rider,,,,,,,-10.4,0.175,140.2,,,,,,,,0.175,,,,140.2
Radford vs Longwood,Longwood,,,,,,,-0.4,0.486,140.4,,,,,,,,0.486,,,,140.4
Radford vs Longwood,Radford,,,,,,,0.4,0.514,140.4,,,,,,,,0.514,,,,140.4
Rhode Island vs Massachusetts,Massachusetts,,,,,,,-6.8,0.27899999999999997,153.2,,,,9.5,0.22,124.0,,0.2495,,,,138.6
Rhode Island vs Massachusetts,Rhode Island,,,,,,,6.8,0.721,153.2,,,,-9.5,0.78,124.0,,0.7505,,,,138.6
Rhode Island vs VCU,Rhode Island,4.1,0.34,142.0,,,,-6.4,0.28800000000000003,144.5,,,,5.56,0.32,143.0,,0.32,,,,143.16666666666666
Rhode Island vs VCU,VCU,-4.1,0.66,142.0,,,,6.4,0.7120000000000001,144.5,,,,-5.56,0.68,143.0,,0.68,,,,143.16666666666666
Rice vs Tulane,Rice,,,,,,,-0.8,0.47,139.0,,,,,,,,0.47,,,,139.0
Rice vs Tulane,Tulane,,,,,,,0.8,0.53,139.0,,,,,,,,0.53,,,,139.0
Richmond vs Davidson,Davidson,,,,,,,4.8,0.6709999999999999,136.5,,,,,,,,0.6709999999999999,,,,136.5
Richmond vs Davidson,Richmond,,,,,,,-4.8,0.32899999999999996,136.5,,,,,,,,0.32899999999999996,,,,136.5
Rider vs Iona,Iona,,,,,,,0.8,0.53,135.0,,,,,,,,0.53,,,,135.0
Rider vs Iona,Rider,,,,,,,-0.8,0.47,135.0,,,,,,,,0.47,,,,135.0
Rider vs Saint Peter's,Rider,,,,,,,-1.6,0.442,124.4,,,,,,,,0.442,,,,124.4
Rider vs Saint Peter's,Saint Peter's,,,,,,,1.6,0.5579999999999999,124.4,,,,,,,,0.5579999999999999,,,,124.4
Robert Morris vs IU Indy,IU Indy,,,,,,,-10.2,0.18100000000000002,145.6,,,,,,,,0.18100000000000002,,,,145.6
Robert Morris vs IU Indy,Robert Morris,,,,,,,10.2,0.8190000000000001,145.6,,,,,,,,0.8190000000000001,,,,145.6
Robert Morris vs Oakland,Oakland,,,,,,,-1.1,0.45799999999999996,135.5,,,,,,,,0.45799999999999996,,,,135.5
Robert Morris vs Oakland,Robert Morris,,,,,,,1.1,0.542,135.5,,,,,,,,0.542,,,,135.5
Rutgers vs Michigan,Michigan,,,,,,,7.8,0.753,152.1,,,,,,,,0.753,,,,152.1
Rutgers vs Michigan,Rutgers,,,,,,,-7.8,0.247,152.1,,,,,,,,0.247,,,,152.1
Rutgers vs Michigan State,Michigan State,,,,,,,6.3,0.711,146.6,,,,,,,,0.711,,,,146.6
Rutgers vs Michigan State,Rutgers,,,,,,,-6.3,0.289,146.6,,,,,,,,0.289,,,,146.6
SIU Edwardsville vs Morehead State,Morehead State,,,,,,,-3.3,0.381,129.0,,,,,,,,0.381,,,,129.0
SIU Edwardsville vs Morehead State,SIU Edwardsville,,,,,,,3.3,0.619,129.0,,,,,,,,0.619,,,,129.0
SIU Edwardsville vs Southern Indiana,SIU Edwardsville,,,,,,,6.8,0.728,135.3,,,,,,,,0.728,,,,135.3
SIU Edwardsville vs Southern Indiana,Southern Indiana,,,,,,,-6.8,0.272,135.3,,,,,,,,0.272,,,,135.3
SMU vs California,California,,,,,,,-13.5,0.12,157.0,,,,,,,,0.12,,,,157.0
SMU vs California,SMU,,,,,,,13.5,0.88,157.0,,,,,,,,0.88,,,,157.0
SMU vs Louisville,Louisville,1.3,0.45,159.0,,,,0.6,0.519,155.7,,,,2.0,0.33,151.0,,0.45,,,,155.23333333333332
SMU vs Louisville,SMU,-1.3,0.55,159.0,,,,-0.6,0.48100000000000004,155.7,,,,-2.0,0.67,151.0,,0.55,,,,155.23333333333332
Sacramento State vs Idaho State,Idaho State,,,,,,,6.1,0.711,128.3,,,,,,,,0.711,,,,128.3
Sacramento State vs Idaho State,Sacramento State,,,,,,,-6.1,0.289,128.3,,,,,,,,0.289,,,,128.3
Sacramento State vs Weber State,Sacramento State,,,,,,,-4.6,0.336,130.9,,,,,,,,0.336,,,,130.9
Sacramento State vs Weber State,Weber State,,,,,,,4.6,0.664,130.9,,,,,,,,0.664,,,,130.9
Sacramento vs Golden State,Golden State,,,,,,,,,,,,,5.5,0.36,227.0,,0.36,,,,227.0
Sacramento vs Golden State,Sacramento,,,,,,,,,,,,,-5.5,0.64,227.0,,0.64,,,,227.0
Saint Bonaventure vs Dayton,Dayton,,,,,,,0.6,0.524,133.8,,,,,,,,0.524,,,,133.8
Saint Bonaventure vs Dayton,Saint Bonaventure,,,,,,,-0.6,0.47600000000000003,133.8,,,,,,,,0.47600000000000003,,,,133.8
Saint Bonaventure vs George Mason,George Mason,,,,,,,1.9,0.57,126.7,,,,,,,,0.57,,,,126.7
Saint Bonaventure vs George Mason,Saint Bonaventure,,,,,,,-1.9,0.43,126.7,,,,,,,,0.43,,,,126.7
Saint Francis (PA) vs Long Island,Long Island,,,,,,,-0.7,0.47600000000000003,133.9,,,,,,,,0.47600000000000003,,,,133.9
Saint Francis (PA) vs Long Island,Saint Francis (PA),,,,,,,0.7,0.524,133.9,,,,,,,,0.524,,,,133.9
Saint Francis (PA) vs Wagner,Saint Francis (PA),,,,,,,2.4,0.5870000000000001,125.2,,,,,,,,0.5870000000000001,,,,125.2
Saint Francis (PA) vs Wagner,Wagner,,,,,,,-2.4,0.413,125.2,,,,,,,,0.413,,,,125.2
Saint John's vs Xavier,Saint John's,,,,,,,7.6,0.745,146.4,,,,,,,,0.745,,,,146.4
Saint John's vs Xavier,Xavier,,,,,,,-7.6,0.255,146.4,,,,,,,,0.255,,,,146.4
Saint Joseph's vs Duquesne,Duquesne,,,,,,,-7.1,0.259,136.4,,,,,,,,0.259,,,,136.4
Saint Joseph's vs Duquesne,Saint Joseph's,,,,,,,7.1,0.741,136.4,,,,,,,,0.741,,,,136.4
Saint Louis vs Dayton,Dayton,,,,,,,-0.3,0.49,146.0,,,,,,,,0.49,,,,146.0
Saint Louis vs Dayton,Saint Louis,,,,,,,0.3,0.51,146.0,,,,,,,,0.51,,,,146.0
Saint Louis vs La Salle,La Salle,,,,,,,-8.8,0.22,150.4,,,,,,,,0.22,,,,150.4
Saint Louis vs La Salle,Saint Louis,,,,,,,8.8,0.78,150.4,,,,,,,,0.78,,,,150.4
Saint Louis vs VCU,Saint Louis,,,,,,,-6.5,0.281,143.1,,,,,,,,0.281,,,,143.1
Saint Louis vs VCU,VCU,,,,,,,6.5,0.7190000000000001,143.1,,,,,,,,0.7190000000000001,,,,143.1
Saint Mary's vs Gonzaga,Gonzaga,,,,,,,1.8,0.562,148.0,,,,,,,,0.562,,,,148.0
Saint Mary's vs Gonzaga,Saint Mary's,,,,,,,-1.8,0.43799999999999994,148.0,,,,,,,,0.43799999999999994,,,,148.0
Saint Mary's vs San Francisco,Saint Mary's,,,,,,,8.8,0.79,135.1,,,,,,,,0.79,,,,135.1
Saint Mary's vs San Francisco,San Francisco,,,,,,,-8.8,0.21,135.1,,,,,,,,0.21,,,,135.1
Saint Peter's vs Merrimack,Merrimack,,,,,,,-0.4,0.48700000000000004,119.4,,,,,,,,0.48700000000000004,,,,119.4
Saint Peter's vs Merrimack,Saint Peter's,,,,,,,0.4,0.513,119.4,,,,,,,,0.513,,,,119.4
Saint Thomas (Minn.) vs Oral Roberts,Oral Roberts,,,,,,,-13.8,0.10800000000000001,159.7,,,,,,,,0.10800000000000001,,,,159.7
Saint Thomas (Minn.) vs Oral Roberts,Saint Thomas (Minn.),,,,,,,13.8,0.892,159.7,,,,,,,,0.892,,,,159.7
Sam Houston State vs Middle Tennessee,Middle Tennessee,,,,,,,0.5,0.518,147.3,,,,,,,,0.518,,,,147.3
Sam Houston State vs Middle Tennessee,Sam Houston State,,,,,,,-0.5,0.48200000000000004,147.3,,,,,,,,0.48200000000000004,,,,147.3
Sam Houston State vs Western Kentucky,Sam Houston State,,,,,,,1.2,0.54,150.7,,,,,,,,0.54,,,,150.7
Sam Houston State vs Western Kentucky,Western Kentucky,,,,,,,-1.2,0.46,150.7,,,,,,,,0.46,,,,150.7
Samford vs Wofford,Samford,,,,,,,2.9,0.603,152.2,,,,,,,,0.603,,,,152.2
Samford vs Wofford,Wofford,,,,,,,-2.9,0.397,152.2,,,,,,,,0.397,,,,152.2
San Diego St vs San Jose St,San Diego St,,,,,,,,,,,,,-14.5,0.88,131.0,,0.88,,,,131.0
San Diego St vs San Jose St,San Jose St,,,,,,,,,,,,,14.5,0.12,131.0,,0.12,,,,131.0
San Diego State vs San Jose State,San Diego State,,,,,,,13.7,0.8959999999999999,131.4,,,,,,,,0.8959999999999999,,,,131.4
San Diego State vs San Jose State,San Jose State,,,,,,,-13.7,0.10400000000000001,131.4,,,,,,,,0.10400000000000001,,,,131.4
San Diego vs Pepperdine,Pepperdine,,,,,,,3.1,0.608,144.1,,,,,,,,0.608,,,,144.1
San Diego vs Pepperdine,San Diego,,,,,,,-3.1,0.392,144.1,,,,,,,,0.392,,,,144.1
San Francisco vs San Diego,San Diego,,,,,,,-20.9,0.03,143.3,,,,,,,,0.03,,,,143.3
San Francisco vs San Diego,San Francisco,,,,,,,20.9,0.97,143.3,,,,,,,,0.97,,,,143.3
San Jose State vs Wyoming,San Jose State,,,,,,,-0.0,0.499,137.5,,,,,,,,0.499,,,,137.5
San Jose State vs Wyoming,Wyoming,,,,,,,0.0,0.501,137.5,,,,,,,,0.501,,,,137.5
Santa Clara vs Saint Mary's,Saint Mary's,,,,,,,1.9,0.5670000000000001,140.2,,,,,,,,0.5670000000000001,,,,140.2
Santa Clara vs Saint Mary's,Santa Clara,,,,,,,-1.9,0.433,140.2,,,,,,,,0.433,,,,140.2
Santa Clara vs Washington State,Santa Clara,,,,,,,4.8,0.664,154.6,,,,,,,,0.664,,,,154.6
Santa Clara vs Washington State,Washington State,,,,,,,-4.8,0.336,154.6,,,,,,,,0.336,,,,154.6
Seattle vs Utah Valley,Seattle,,,,,,,2.3,0.581,136.3,,,,,,,,0.581,,,,136.3
Seattle vs Utah Valley,Utah Valley,,,,,,,-2.3,0.419,136.3,,,,,,,,0.419,,,,136.3
Seton Hall vs Marquette,Marquette,-12.3,0.89,134.0,,,,12.0,0.865,135.7,,,,-5.511,0.71,142.0,,0.865,,,,137.23333333333332
Seton Hall vs Marquette,Seton Hall,12.3,0.11,134.0,,,,-12.0,0.135,135.7,,,,5.511,0.29,142.0,,0.135,,,,137.23333333333332
Seton Hall vs Providence,Providence,,,,,,,2.1,0.5760000000000001,132.3,,,,,,,,0.5760000000000001,,,,132.3
Seton Hall vs Providence,Seton Hall,,,,,,,-2.1,0.424,132.3,,,,,,,,0.424,,,,132.3
Siena vs Mount St. Mary's,Mount St. Mary's,,,,,,,-2.5,0.409,133.7,,,,,,,,0.409,,,,133.7
Siena vs Mount St. Mary's,Siena,,,,,,,2.5,0.591,133.7,,,,,,,,0.591,,,,133.7
South Alabama vs Louisiana-Monroe,Louisiana-Monroe,,,,,,,-15.3,0.078,131.4,,,,,,,,0.078,,,,131.4
South Alabama vs Louisiana-Monroe,South Alabama,,,,,,,15.3,0.922,131.4,,,,,,,,0.922,,,,131.4
South Alabama vs ULM,South Alabama,,,,,,,,,,,,,6.5,0.32,133.0,,0.32,,,,133.0
South Alabama vs ULM,ULM,,,,,,,,,,,,,-6.5,0.68,133.0,,0.68,,,,133.0
South Carolina Upstate vs Charleston Southern,Charleston Southern,,,,,,,2.4,0.581,150.1,,,,,,,,0.581,,,,150.1
South Carolina Upstate vs Charleston Southern,South Carolina Upstate,,,,,,,-2.4,0.419,150.1,,,,,,,,0.419,,,,150.1
South Carolina Upstate vs High Point,High Point,,,,,,,15.7,0.915,159.3,,,,,,,,0.915,,,,159.3
South Carolina Upstate vs High Point,South Carolina Upstate,,,,,,,-15.7,0.085,159.3,,,,,,,,0.085,,,,159.3
South Carolina vs Florida,Florida,,,,,,,11.5,0.847,139.9,,,,,,,,0.847,,,,139.9
South Carolina vs Florida,South Carolina,,,,,,,-11.5,0.153,139.9,,,,,,,,0.153,,,,139.9
South Carolina vs Mississippi State,Mississippi State,,,,,,,7.7,0.758,137.9,,,,,,,,0.758,,,,137.9
South Carolina vs Mississippi State,South Carolina,,,,,,,-7.7,0.242,137.9,,,,,,,,0.242,,,,137.9
South Dakota State vs South Dakota,South Dakota,,,,,,,-13.0,0.132,169.3,,,,,,,,0.132,,,,169.3
South Dakota State vs South Dakota,South Dakota State,,,,,,,13.0,0.868,169.3,,,,,,,,0.868,,,,169.3
South Dakota vs N Dakota St,N Dakota St,,,,,,,,,,,,,-3.5,0.56,137.0,,0.56,,,,137.0
South Dakota vs N Dakota St,South Dakota,,,,,,,,,,,,,3.5,0.44,137.0,,0.44,,,,137.0
South Dakota vs Omaha,Omaha,,,,,,,-1.4,0.451,166.1,,,,,,,,0.451,,,,166.1
South Dakota vs Omaha,South Dakota,,,,,,,1.4,0.5489999999999999,166.1,,,,,,,,0.5489999999999999,,,,166.1
South Florida vs Rice,Rice,,,,,,,-5.0,0.327,141.9,,,,,,,,0.327,,,,141.9
South Florida vs Rice,South Florida,,,,,,,5.0,0.6729999999999999,141.9,,,,,,,,0.6729999999999999,,,,141.9
Southeast Missouri State vs Tennessee-Martin,Southeast Missouri State,,,,,,,3.9,0.637,139.8,,,,,,,,0.637,,,,139.8
Southeast Missouri State vs Tennessee-Martin,Tennessee-Martin,,,,,,,-3.9,0.363,139.8,,,,,,,,0.363,,,,139.8
Southeastern Louisiana vs Houston Christian,Houston Christian,,,,,,,-7.3,0.257,134.3,,,,,,,,0.257,,,,134.3
Southeastern Louisiana vs Houston Christian,Southeastern Louisiana,,,,,,,7.3,0.743,134.3,,,,,,,,0.743,,,,134.3
Southeastern Louisiana vs Incarnate Word,Incarnate Word,,,,,,,-6.9,0.267,140.3,,,,,,,,0.267,,,,140.3
Southeastern Louisiana vs Incarnate Word,Southeastern Louisiana,,,,,,,6.9,0.733,140.3,,,,,,,,0.733,,,,140.3
Southern Illinois vs Murray State,Murray State,,,,,,,1.4,0.552,137.6,,,,,,,,0.552,,,,137.6
Southern Illinois vs Murray State,Southern Illinois,,,,,,,-1.4,0.44799999999999995,137.6,,,,,,,,0.44799999999999995,,,,137.6
Southern Mississippi vs Arkansas State,Arkansas State,,,,,,,8.7,0.778,147.1,,,,,,,,0.778,,,,147.1
